"filename", "language", "TypeScript", "JSON", "XML", "JavaScript", "JSON with Comments", "Markdown", "TypeScript JSX", "PostCSS", "Properties", "comment", "blank", "total"
"d:\github\pecus-aspire\pecus.Frontend\src\connectors\api\pecus\models\WorkspaceResponse.ts", "TypeScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 13, 2, 21
"d:\github\pecus-aspire\pecus.Frontend\src\connectors\api\pecus\models\WorkspaceStatistics.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 28, 2, 40
"d:\github\pecus-aspire\pecus.Frontend\src\connectors\api\pecus\models\WorkspaceUserDetailResponse.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 31, 2, 43
"d:\github\pecus-aspire\pecus.Frontend\src\connectors\api\pecus\models\WorkspaceUserDetailResponseObjectPagedResponse.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 31, 2, 44
"d:\github\pecus-aspire\pecus.Frontend\src\connectors\api\pecus\models\WorkspaceUserResponse.ts", "TypeScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 13, 2, 21
"d:\github\pecus-aspire\pecus.Frontend\src\connectors\api\pecus\services\AdminOrganizationService.ts", "TypeScript", 33, 0, 0, 0, 0, 0, 0, 0, 0, 17, 1, 51
"d:\github\pecus-aspire\pecus.Frontend\src\connectors\api\pecus\services\AdminUserService.ts", "TypeScript", 113, 0, 0, 0, 0, 0, 0, 0, 0, 54, 1, 168
"d:\github\pecus-aspire\pecus.Frontend\src\connectors\api\pecus\services\AdminWorkspaceService.ts", "TypeScript", 182, 0, 0, 0, 0, 0, 0, 0, 0, 71, 1, 254
"d:\github\pecus-aspire\pecus.Frontend\src\connectors\api\pecus\services\BackendGenreService.ts", "TypeScript", 112, 0, 0, 0, 0, 0, 0, 0, 0, 43, 1, 156
"d:\github\pecus-aspire\pecus.Frontend\src\connectors\api\pecus\services\BackendHangfireTestService.ts", "TypeScript", 118, 0, 0, 0, 0, 0, 0, 0, 0, 61, 1, 180
"d:\github\pecus-aspire\pecus.Frontend\src\connectors\api\pecus\services\BackendOrganizationService.ts", "TypeScript", 110, 0, 0, 0, 0, 0, 0, 0, 0, 43, 1, 154
"d:\github\pecus-aspire\pecus.Frontend\src\connectors\api\pecus\services\BackendPermissionService.ts", "TypeScript", 77, 0, 0, 0, 0, 0, 0, 0, 0, 33, 1, 111
"d:\github\pecus-aspire\pecus.Frontend\src\connectors\api\pecus\services\BackendRoleService.ts", "TypeScript", 83, 0, 0, 0, 0, 0, 0, 0, 0, 34, 1, 118
"d:\github\pecus-aspire\pecus.Frontend\src\connectors\api\pecus\services\BackendSpecsService.ts", "TypeScript", 55, 0, 0, 0, 0, 0, 0, 0, 0, 30, 1, 86
"d:\github\pecus-aspire\pecus.Frontend\src\connectors\api\pecus\services\EntranceAuthService.ts", "TypeScript", 21, 0, 0, 0, 0, 0, 0, 0, 0, 11, 1, 33
"d:\github\pecus-aspire\pecus.Frontend\src\connectors\api\pecus\services\EntranceOrganizationService.ts", "TypeScript", 21, 0, 0, 0, 0, 0, 0, 0, 0, 12, 1, 34
"d:\github\pecus-aspire\pecus.Frontend\src\connectors\api\pecus\services\EntrancePasswordService.ts", "TypeScript", 45, 0, 0, 0, 0, 0, 0, 0, 0, 28, 1, 74
"d:\github\pecus-aspire\pecus.Frontend\src\connectors\api\pecus\services\FileDownloadService.ts", "TypeScript", 23, 0, 0, 0, 0, 0, 0, 0, 0, 12, 1, 36
"d:\github\pecus-aspire\pecus.Frontend\src\connectors\api\pecus\services\FileUploadService.ts", "TypeScript", 30, 0, 0, 0, 0, 0, 0, 0, 0, 15, 1, 46
"d:\github\pecus-aspire\pecus.Frontend\src\connectors\api\pecus\services\MasterDataService.ts", "TypeScript", 26, 0, 0, 0, 0, 0, 0, 0, 0, 14, 1, 41
"d:\github\pecus-aspire\pecus.Frontend\src\connectors\api\pecus\services\ProfileService.ts", "TypeScript", 46, 0, 0, 0, 0, 0, 0, 0, 0, 21, 1, 68
"d:\github\pecus-aspire\pecus.Frontend\src\connectors\api\pecus\services\RefreshService.ts", "TypeScript", 34, 0, 0, 0, 0, 0, 0, 0, 0, 18, 1, 53
"d:\github\pecus-aspire\pecus.Frontend\src\connectors\api\pecus\services\TagService.ts", "TypeScript", 69, 0, 0, 0, 0, 0, 0, 0, 0, 28, 1, 98
"d:\github\pecus-aspire\pecus.Frontend\src\connectors\api\pecus\services\TestEmailService.ts", "TypeScript", 40, 0, 0, 0, 0, 0, 0, 0, 0, 21, 1, 62
"d:\github\pecus-aspire\pecus.Frontend\src\connectors\api\pecus\services\WorkspaceItemAttachmentService.ts", "TypeScript", 86, 0, 0, 0, 0, 0, 0, 0, 0, 38, 1, 125
"d:\github\pecus-aspire\pecus.Frontend\src\connectors\api\pecus\services\WorkspaceItemPinService.ts", "TypeScript", 58, 0, 0, 0, 0, 0, 0, 0, 0, 24, 1, 83
"d:\github\pecus-aspire\pecus.Frontend\src\connectors\api\pecus\services\WorkspaceItemRelationService.ts", "TypeScript", 66, 0, 0, 0, 0, 0, 0, 0, 0, 27, 1, 94
"d:\github\pecus-aspire\pecus.Frontend\src\connectors\api\pecus\services\WorkspaceItemService.ts", "TypeScript", 136, 0, 0, 0, 0, 0, 0, 0, 0, 53, 1, 190
"d:\github\pecus-aspire\pecus.Frontend\src\connectors\api\pecus\services\WorkspaceItemTagService.ts", "TypeScript", 28, 0, 0, 0, 0, 0, 0, 0, 0, 12, 1, 41
"d:\github\pecus-aspire\pecus.Frontend\src\hooks\useDelayedLoading.ts", "TypeScript", 45, 0, 0, 0, 0, 0, 0, 0, 0, 29, 11, 85
"d:\github\pecus-aspire\pecus.Frontend\src\hooks\useEffectAfterMount.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 14, 3, 28
"d:\github\pecus-aspire\pecus.Frontend\src\libs\flyon\FlyonuiScript.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 36, 0, 0, 1, 8, 45
"d:\github\pecus-aspire\pecus.Frontend\src\libs\session.ts", "TypeScript", 90, 0, 0, 0, 0, 0, 0, 0, 0, 6, 11, 107
"d:\github\pecus-aspire\pecus.Frontend\src\middleware.ts", "TypeScript", 77, 0, 0, 0, 0, 0, 0, 0, 0, 28, 17, 122
"d:\github\pecus-aspire\pecus.Frontend\src\types\errors.ts", "TypeScript", 66, 0, 0, 0, 0, 0, 0, 0, 0, 24, 11, 101
"d:\github\pecus-aspire\pecus.Frontend\tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 1, 28
"Total", "-", 5488, 14843, 5, 115, 27, 373, 2579, 122, 2, 3080, 855, 27489
